time,lat,lon,count
2019-08-14 14:04:33,31.65,119.0,11
2019-08-14 14:04:33,31.7,118.3,1
2019-08-14 14:04:33,32.0,119.0,3
2019-08-14 14:04:33,31.95,118.55,2
2019-08-14 14:04:33,32.05,118.6,16
2019-08-14 14:04:33,31.4,118.8,2
2019-08-14 14:04:33,31.35,118.85,1
2019-08-14 14:04:33,31.9,118.75,39
2019-08-14 14:04:33,31.9,118.8,49
2019-08-14 14:04:33,31.9,118.9,28
2019-08-14 14:04:33,31.9,118.85,13
2019-08-14 14:04:33,31.95,118.7,9
2019-08-14 14:04:33,31.55,118.45,3
2019-08-14 14:04:33,31.95,118.65,4
2019-08-14 14:04:33,32.35,119.05,1
2019-08-14 14:04:33,32.1,118.3,13
2019-08-14 14:04:33,32.1,118.65,2
2019-08-14 14:04:33,31.85,118.8,1
2019-08-14 14:04:33,31.75,119.15,5
2019-08-14 14:04:33,31.65,118.3,3
2019-08-14 14:04:33,32.2,118.55,2
2019-08-14 14:04:33,32.05,118.95,7
2019-08-14 14:04:33,31.9,118.85,43
2019-08-14 14:04:33,31.45,118.4,2
2019-08-14 14:04:33,31.45,118.35,7
2019-08-14 14:04:33,31.25,118.4,1
2019-08-14 14:04:33,31.95,118.65,3
2019-08-14 14:04:33,31.6,119.25,1
2019-08-14 14:04:33,31.95,118.65,7
2019-08-14 14:04:33,31.95,119.15,2
2019-08-14 14:04:33,31.5,118.4,2
2019-08-14 14:04:33,31.4,118.3,1
2019-08-14 14:04:33,31.4,118.25,4
2019-08-14 14:04:33,32.0,118.7,161
2019-08-14 14:04:33,32.3,118.4,5
2019-08-14 14:04:33,31.3,118.25,1
2019-08-14 14:04:33,31.7,118.45,46
2019-08-14 14:04:33,31.7,118.5,26
2019-08-14 14:04:33,31.6,119.0,4
2019-08-14 14:04:33,31.65,119.1,3
2019-08-14 14:04:33,32.1,118.85,6
2019-08-14 14:04:33,32.35,119.0,1
2019-08-14 14:04:33,32.25,118.9,1
2019-08-14 14:04:33,32.15,119.05,5
2019-08-14 14:04:33,32.05,118.9,2
2019-08-14 14:04:33,32.2,118.65,1
2019-08-14 14:04:33,32.2,118.7,34
2019-08-14 14:04:33,31.85,118.3,1
2019-08-14 14:04:33,31.95,118.65,18
2019-08-14 14:04:33,31.55,118.8,10
2019-08-14 14:04:33,31.75,118.95,2
2019-08-14 14:04:33,32.3,118.85,4
2019-08-14 14:04:33,31.8,119.0,2
2019-08-14 14:04:33,31.9,119.1,2
2019-08-14 14:04:33,31.9,118.65,50
2019-08-14 14:04:33,31.75,118.6,2
2019-08-14 14:04:33,31.95,118.85,32
2019-08-14 14:04:33,32.05,118.8,14
2019-08-14 14:04:33,32.05,118.9,92
2019-08-14 14:04:33,32.05,118.85,8
2019-08-14 14:04:33,31.8,118.9,3
2019-08-14 14:04:33,32.2,118.7,95
2019-08-14 14:04:33,31.8,118.85,2
2019-08-14 14:04:33,31.65,118.85,4
2019-08-14 14:04:33,31.95,118.85,13
2019-08-14 14:04:33,31.45,119.0,3
2019-08-14 14:04:33,32.15,118.3,1
2019-08-14 14:04:33,31.6,119.05,2
2019-08-14 14:04:33,32.05,118.75,168
2019-08-14 14:04:33,31.5,118.35,2
2019-08-14 14:04:33,31.95,118.55,1
2019-08-14 14:04:33,31.5,119.05,3
2019-08-14 14:04:33,31.65,119.1,1
2019-08-14 14:04:33,32.05,119.25,2
2019-08-14 14:04:33,31.4,118.35,21
2019-08-14 14:04:33,31.25,118.65,1
2019-08-14 14:04:33,31.3,118.95,2
2019-08-14 14:04:33,31.35,118.9,7
2019-08-14 14:04:33,32.25,118.7,2
2019-08-14 14:04:33,31.85,118.75,7
2019-08-14 14:04:33,32.2,118.6,1
2019-08-14 14:04:33,32.1,119.05,2
2019-08-14 14:04:33,32.2,118.6,2
2019-08-14 14:04:33,31.9,119.15,3
2019-08-14 14:04:33,31.6,118.4,2
2019-08-14 14:04:33,32.15,118.45,5
2019-08-14 14:04:33,31.2,119.05,1
2019-08-14 14:04:33,31.7,118.45,37
2019-08-14 14:04:33,31.35,118.9,1
2019-08-14 14:04:33,32.2,118.7,4
2019-08-14 14:04:33,31.8,118.8,20
2019-08-14 14:04:33,32.05,118.95,2
2019-08-14 14:04:33,31.75,118.6,3
2019-08-14 14:04:33,32.2,119.15,1
2019-08-14 14:04:33,32.25,119.0,2
2019-08-14 14:04:33,31.35,118.35,111
2019-08-14 14:04:33,32.2,118.25,4
2019-08-14 14:04:33,31.55,118.85,2
2019-08-14 14:04:33,31.65,118.7,3
2019-08-14 14:04:33,31.7,118.5,27
2019-08-14 14:04:33,31.3,118.6,2
2019-08-14 14:04:33,31.3,119.0,2
2019-08-14 14:04:33,32.1,118.25,5
2019-08-14 14:04:33,31.4,118.45,4
2019-08-14 14:04:33,31.35,118.35,61
2019-08-14 14:04:33,31.35,118.4,35
2019-08-14 14:04:33,32.0,118.7,5
2019-08-14 14:04:33,31.85,118.6,16
2019-08-14 14:04:33,31.7,118.35,48
2019-08-14 14:04:33,31.3,118.95,2
2019-08-14 14:04:33,31.6,118.4,1
2019-08-14 14:04:33,32.0,119.05,5
2019-08-14 14:04:33,32.0,119.1,7
2019-08-14 14:04:33,31.45,119.25,1
2019-08-14 14:04:33,32.3,118.3,9
2019-08-14 14:04:33,31.35,118.35,19
2019-08-14 14:04:33,32.0,118.7,113
2019-08-14 14:04:33,32.35,119.25,1
2019-08-14 14:04:33,32.0,118.9,4
2019-08-14 14:04:33,32.0,118.85,10
2019-08-14 14:04:33,31.9,118.95,1
2019-08-14 14:04:33,32.05,118.3,2
2019-08-14 14:04:33,32.1,118.9,7
2019-08-14 14:04:33,32.25,118.3,2
2019-08-14 14:04:33,31.75,118.75,2
2019-08-14 14:04:33,31.75,118.8,3
2019-08-14 14:04:33,32.3,119.05,5
2019-08-14 14:04:33,32.15,118.7,2
2019-08-14 14:04:33,31.85,118.75,9
2019-08-14 14:04:33,31.55,119.1,2
2019-08-14 14:04:33,31.4,118.45,1
2019-08-14 14:04:33,31.85,118.6,3
2019-08-14 14:04:33,32.1,118.3,2
2019-08-14 14:04:33,31.8,118.6,6
2019-08-14 14:04:33,31.95,119.2,4
2019-08-14 14:04:33,31.6,118.95,1
2019-08-14 14:04:33,31.75,118.35,4
2019-08-14 14:04:33,31.8,118.35,2
2019-08-14 14:04:33,32.3,118.9,2
2019-08-14 14:04:33,31.3,118.4,21
2019-08-14 14:04:33,32.3,118.4,1
2019-08-14 14:04:33,32.25,118.7,3
2019-08-14 14:04:33,32.0,118.55,2
2019-08-14 14:04:33,31.75,118.3,1
2019-08-14 14:04:33,32.35,118.75,2
2019-08-14 14:04:33,31.85,118.75,19
2019-08-14 14:04:33,32.3,119.25,3
2019-08-14 14:04:33,31.6,118.65,2
2019-08-14 14:04:33,31.6,118.7,1
2019-08-14 14:04:33,31.65,118.45,1
2019-08-14 14:04:33,31.55,118.95,2
2019-08-14 14:04:33,31.3,118.8,1
2019-08-14 14:04:33,32.1,118.9,12
2019-08-14 14:04:33,31.4,118.4,5
2019-08-14 14:04:33,31.4,118.35,14
2019-08-14 14:04:33,32.05,118.8,13
2019-08-14 14:04:33,32.0,118.9,12
2019-08-14 14:04:33,31.65,119.05,4
2019-08-14 14:04:33,31.35,118.9,2
2019-08-14 14:04:33,31.9,118.6,4
2019-08-14 14:04:33,31.3,118.3,2
2019-08-14 14:04:33,32.0,118.75,398
2019-08-14 14:04:33,32.25,118.8,6
2019-08-14 14:04:33,32.25,118.75,1
2019-08-14 14:04:33,32.25,118.35,1
2019-08-14 14:04:33,31.9,118.6,2
2019-08-14 14:04:33,31.6,119.15,1
2019-08-14 14:04:33,31.6,118.8,2
2019-08-14 14:04:33,31.75,118.85,5
2019-08-14 14:04:33,31.75,118.9,1
2019-08-14 14:04:33,32.15,119.2,6
2019-08-14 14:04:33,32.3,118.8,2
2019-08-14 14:04:33,32.15,119.15,2
2019-08-14 14:04:33,31.9,118.7,6
2019-08-14 14:04:33,31.6,119.05,2
2019-08-14 14:04:33,31.5,118.4,4
2019-08-14 14:04:33,31.95,118.6,1
2019-08-14 14:04:33,32.15,118.7,3
2019-08-14 14:04:33,32.1,118.65,1
2019-08-14 14:04:33,31.9,118.75,92
2019-08-14 14:04:33,31.9,118.8,46
2019-08-14 14:04:33,31.9,118.9,28
2019-08-14 14:04:33,31.55,118.45,24
2019-08-14 14:04:33,32.25,118.85,2
2019-08-14 14:04:33,31.95,118.7,31
2019-08-14 14:04:33,31.25,118.35,174
2019-08-14 14:04:33,31.9,118.9,2
2019-08-14 14:04:33,31.9,118.85,9
2019-08-14 14:04:33,32.15,118.6,5
2019-08-14 14:04:33,32.05,118.55,9
2019-08-14 14:04:33,32.2,118.4,3
2019-08-14 14:04:33,32.2,118.75,2
2019-08-14 14:04:33,31.5,118.45,8
2019-08-14 14:04:33,31.5,118.5,2
2019-08-14 14:04:33,31.65,118.95,6
2019-08-14 14:04:33,31.3,118.35,36
2019-08-14 14:04:33,32.0,118.5,5
2019-08-14 14:04:33,32.25,118.85,2
2019-08-14 14:04:33,31.95,118.55,3
2019-08-14 14:04:33,31.5,118.85,1
2019-08-14 14:04:33,31.4,118.7,1
2019-08-14 14:04:33,32.1,118.5,1
2019-08-14 14:04:33,31.65,118.45,24
2019-08-14 14:04:33,31.65,118.5,26
2019-08-14 14:04:33,31.25,118.45,1
2019-08-14 14:04:33,31.55,118.7,1
2019-08-14 14:04:33,32.15,118.75,4
2019-08-14 14:04:33,32.05,118.75,117
2019-08-14 14:04:33,32.0,118.65,7
2019-08-14 14:04:33,31.25,118.35,10
2019-08-14 14:04:33,32.15,118.4,3
2019-08-14 14:04:33,32.15,118.65,6
2019-08-14 14:04:33,31.9,118.6,11
2019-08-14 14:04:33,31.3,119.2,1
2019-08-14 14:04:33,32.25,118.3,39
2019-08-14 14:04:33,32.2,118.75,46
2019-08-14 14:04:33,32.0,118.7,3
2019-08-14 14:04:33,32.3,118.3,17
2019-08-14 14:04:33,32.3,118.6,1
2019-08-14 14:04:33,31.5,118.55,4
2019-08-14 14:04:33,32.0,119.05,2
2019-08-14 14:04:33,32.1,118.25,22
2019-08-14 14:04:33,31.75,118.4,2
2019-08-14 14:04:33,31.25,118.8,1
2019-08-14 14:04:33,32.15,118.7,3
2019-08-14 14:04:33,32.25,118.6,1
2019-08-14 14:04:33,32.05,118.65,7
2019-08-14 14:04:33,32.0,118.6,1
2019-08-14 14:04:33,32.0,118.85,29
2019-08-14 14:04:33,31.95,118.5,4
2019-08-14 14:04:33,31.95,118.75,70
2019-08-14 14:04:33,31.95,118.7,56
2019-08-14 14:04:33,32.0,118.9,9
2019-08-14 14:04:33,32.15,118.9,4
2019-08-14 14:04:33,32.1,118.9,28
2019-08-14 14:04:33,31.4,118.4,2
2019-08-14 14:04:33,32.2,118.4,3
2019-08-14 14:04:33,32.3,118.65,5
2019-08-14 14:04:33,31.65,118.55,2
2019-08-14 14:04:33,31.9,118.6,18
2019-08-14 14:04:33,32.25,119.15,2
2019-08-14 14:04:33,32.25,119.05,2
2019-08-14 14:04:33,31.3,118.8,9
2019-08-14 14:04:33,32.05,118.75,225
2019-08-14 14:04:33,32.05,118.8,12
2019-08-14 14:04:33,32.0,119.0,2
2019-08-14 14:04:33,31.5,118.65,1
2019-08-14 14:04:33,32.15,118.35,2
2019-08-14 14:04:33,31.3,118.9,5
2019-08-14 14:04:33,31.65,119.05,3
2019-08-14 14:04:33,31.6,118.95,9
2019-08-14 14:04:33,31.85,118.75,2
2019-08-14 14:04:33,31.35,119.05,4
2019-08-14 14:04:33,31.75,118.95,4
2019-08-14 14:04:33,31.8,118.55,3
2019-08-14 14:04:33,32.25,118.5,3
2019-08-14 14:04:33,31.65,118.35,2
2019-08-14 14:04:33,31.25,119.15,2
2019-08-14 14:04:33,31.8,119.25,2
2019-08-14 14:04:33,32.0,118.7,81
2019-08-14 14:04:33,31.55,119.15,2
2019-08-14 14:04:33,31.35,119.2,1
2019-08-14 14:04:33,31.8,118.9,1
2019-08-14 14:04:33,32.0,118.25,2
2019-08-14 14:04:33,31.85,118.85,2
2019-08-14 14:04:33,32.2,119.15,2
2019-08-14 14:04:33,32.15,119.25,2
2019-08-14 14:04:33,32.35,118.5,1
2019-08-14 14:04:33,32.1,118.25,8
2019-08-14 14:04:33,32.15,119.25,2
2019-08-14 14:04:33,32.0,118.85,25
2019-08-14 14:04:33,31.85,118.65,18
2019-08-14 14:04:33,31.95,118.75,23
2019-08-14 14:04:33,31.95,118.7,26
2019-08-14 14:04:33,32.0,118.8,62
2019-08-14 14:04:33,31.4,118.95,1
2019-08-14 14:04:33,31.6,118.75,1
2019-08-14 14:04:33,31.55,118.3,1
2019-08-14 14:04:33,31.8,118.95,4
2019-08-14 14:04:33,31.6,118.95,6
2019-08-14 14:04:33,32.35,118.8,13
2019-08-14 14:04:33,31.3,118.8,2
2019-08-14 14:04:33,31.2,118.25,5
2019-08-14 14:04:33,32.3,119.25,1
2019-08-14 14:04:33,31.45,118.25,5
2019-08-14 14:04:33,32.15,119.2,3
2019-08-14 14:04:33,32.3,118.3,5
2019-08-14 14:04:33,32.1,119.0,4
2019-08-14 14:04:33,32.05,118.9,9
2019-08-14 14:04:33,31.35,118.5,1
2019-08-14 14:04:33,31.8,118.75,2
2019-08-14 14:04:33,32.0,118.35,2
2019-08-14 14:04:33,32.1,118.25,8
2019-08-14 14:04:33,31.65,118.5,51
2019-08-14 14:04:33,31.65,118.45,5
2019-08-14 14:04:33,32.35,118.85,2
2019-08-14 14:04:33,31.9,118.4,1
2019-08-14 14:04:33,31.45,118.4,2
2019-08-14 14:04:33,31.85,118.55,1
2019-08-14 14:04:33,31.75,118.9,10
2019-08-14 14:04:33,31.75,118.85,1
2019-08-14 14:04:33,32.05,119.15,1
2019-08-14 14:04:33,31.9,118.25,2
2019-08-14 14:04:33,31.35,118.45,10
2019-08-14 14:04:33,31.85,119.1,1
2019-08-14 14:04:33,31.5,118.55,2
2019-08-14 14:04:33,31.8,118.95,4
2019-08-14 14:04:33,31.3,118.7,1
2019-08-14 14:04:33,31.65,118.5,21
2019-08-14 14:04:33,31.55,118.5,1
2019-08-14 14:04:33,31.9,119.0,2
2019-08-14 14:04:33,31.55,118.85,2
2019-08-14 14:04:33,32.3,118.4,3
2019-08-14 14:04:33,32.3,118.35,5
2019-08-14 14:04:33,32.05,118.7,93
2019-08-14 14:04:33,31.8,118.55,2
2019-08-14 14:04:33,31.4,119.2,1
2019-08-14 14:04:33,32.25,118.7,2
2019-08-14 14:04:33,31.6,119.05,4
2019-08-14 14:04:33,32.0,118.5,1
2019-08-14 14:04:33,32.0,119.25,2
2019-08-14 14:04:33,32.35,118.3,2
2019-08-14 14:04:33,32.35,119.05,2
2019-08-14 14:04:33,31.85,118.95,10
2019-08-14 14:04:33,31.75,118.35,4
2019-08-14 14:04:33,32.25,118.6,2
2019-08-14 14:04:33,32.05,118.75,155
2019-08-14 14:04:33,31.2,118.35,2
2019-08-14 14:04:33,32.3,119.25,1
2019-08-14 14:04:33,31.25,118.35,6
2019-08-14 14:04:33,31.4,119.0,1
2019-08-14 14:04:33,32.1,119.0,2
2019-08-14 14:04:33,32.0,118.9,10
2019-08-14 14:04:33,32.0,118.85,36
2019-08-14 14:04:33,31.85,118.45,3
2019-08-14 14:04:33,32.15,118.7,14
2019-08-14 14:04:33,32.25,118.6,1
2019-08-14 14:04:33,32.05,118.65,5
2019-08-14 14:04:33,32.0,118.6,2
2019-08-14 14:04:33,32.35,118.75,2
2019-08-14 14:04:33,31.9,118.8,57
2019-08-14 14:04:33,31.9,118.75,28
2019-08-14 14:04:33,31.45,118.4,3
2019-08-14 14:04:33,31.95,118.7,13
2019-08-14 14:04:33,31.4,118.35,13
2019-08-14 14:04:33,31.65,118.5,65
2019-08-14 14:04:33,31.9,118.8,5
2019-08-14 14:04:33,32.15,118.65,4
2019-08-14 14:04:33,32.15,118.7,44
2019-08-14 14:04:33,31.45,118.35,46
2019-08-14 14:04:33,31.85,118.75,16
2019-08-14 14:04:33,32.25,118.7,2
2019-08-14 14:04:33,31.95,118.8,2
2019-08-14 14:04:33,32.05,118.75,25
2019-08-14 14:04:33,31.8,119.0,2
2019-08-14 14:04:33,31.4,118.4,4
2019-08-14 14:04:33,31.75,118.95,4
2019-08-14 14:04:33,31.8,118.55,3
2019-08-14 14:04:33,31.8,118.6,1
2019-08-14 14:04:33,32.25,119.25,2
2019-08-14 14:04:33,31.25,118.95,2
2019-08-14 14:04:33,31.35,118.4,13
2019-08-14 14:04:33,31.2,118.35,8
2019-08-14 14:04:33,32.3,119.15,9
2019-08-14 14:04:33,32.3,118.3,11
2019-08-14 14:04:33,31.7,118.45,3
2019-08-14 14:04:33,31.7,118.8,4
2019-08-14 14:04:33,32.1,118.7,5
2019-08-14 14:04:33,31.75,118.35,1
2019-08-14 14:04:33,32.2,118.7,55
2019-08-14 14:04:33,31.95,118.25,12
2019-08-14 14:04:33,32.0,118.85,11
2019-08-14 14:04:33,32.0,118.9,2
2019-08-14 14:04:33,31.8,119.25,2
2019-08-14 14:04:33,32.1,118.7,60
2019-08-14 14:04:33,31.75,118.25,2
2019-08-14 14:04:33,31.95,118.3,2
2019-08-14 14:04:33,31.4,118.95,3
2019-08-14 14:04:33,32.1,118.7,42
2019-08-14 14:04:33,32.1,118.65,11
2019-08-14 14:04:33,31.75,119.2,1
2019-08-14 14:04:33,31.4,118.45,1
2019-08-14 14:04:33,32.2,118.75,12
2019-08-14 14:04:33,31.5,118.5,3
2019-08-14 14:04:33,32.1,118.95,17
2019-08-14 14:04:33,32.05,118.9,11
2019-08-14 14:04:33,32.05,118.85,68
2019-08-14 14:04:33,32.35,118.25,2
2019-08-14 14:04:33,31.75,118.8,6
2019-08-14 14:04:33,31.75,118.75,36
2019-08-14 14:04:33,31.75,118.8,7
2019-08-14 14:04:33,31.65,119.2,1
2019-08-14 14:04:33,31.45,118.25,2
2019-08-14 14:04:33,31.2,118.5,4
2019-08-14 14:04:33,31.25,118.35,2
2019-08-14 14:04:33,32.15,118.5,2
2019-08-14 14:04:33,32.05,118.9,6
2019-08-14 14:04:33,32.05,118.85,40
2019-08-14 14:04:33,32.1,118.7,31
2019-08-14 14:04:33,31.3,118.45,15
2019-08-14 14:04:33,31.2,118.9,2
2019-08-14 14:04:33,32.0,118.6,4
2019-08-14 14:04:33,32.3,118.3,32
2019-08-14 14:04:33,32.25,118.7,10
2019-08-14 14:04:33,32.25,118.3,63
2019-08-14 14:04:33,32.15,119.05,1
2019-08-14 14:04:33,32.15,119.1,3
